TransactionID,Product,Ingredients
345,Vegan Jerky,"Soy, Spices"
345,Matcha Powder,Green Tea
345,Magnesium Gummies,"Magnesium, Citrus, Pectin"
346,Magnesium Gummies,"Magnesium, Citrus, Pectin"
346,Protein Bar,"Pea Protein, Dates, Cocoa"
346,Matcha Powder,Green Tea
346,Turmeric Tea,"Turmeric, Pepper, Ginger"
346,Coconut Water,Coconut
347,Coconut Water,Coconut
347,Protein Bar,"Pea Protein, Dates, Cocoa"
348,Apple Cider Vinegar,"Apple, Fermented"
348,Elderberry Syrup,"Elderberry, Honey, Ginger"
348,Matcha Powder,Green Tea
348,Turmeric Tea,"Turmeric, Pepper, Ginger"
348,Granola Clusters,"Oats, Nuts, Honey"
349,Matcha Powder,Green Tea
349,Vegan Jerky,"Soy, Spices"
350,Maca Root Capsules,Maca
350,Chia Seeds,Chia
351,Kombucha,"Tea, Sugar, Probiotics"
351,Coconut Water,Coconut
352,Protein Bar,"Pea Protein, Dates, Cocoa"
352,Chia Seeds,Chia
352,Turmeric Tea,"Turmeric, Pepper, Ginger"
352,Vegan Jerky,"Soy, Spices"
353,Flax Crackers,"Flax, Salt"
353,Protein Bar,"Pea Protein, Dates, Cocoa"
354,Ashwagandha Drops,"Ashwagandha, Alcohol"
354,Apple Cider Vinegar,"Apple, Fermented"
354,Elderberry Syrup,"Elderberry, Honey, Ginger"
354,Matcha Powder,Green Tea
354,Chia Seeds,Chia
355,Coconut Water,Coconut
355,Matcha Powder,Green Tea
355,Elderberry Syrup,"Elderberry, Honey, Ginger"
356,Flax Crackers,"Flax, Salt"
356,Granola Clusters,"Oats, Nuts, Honey"
356,Chia Seeds,Chia
357,Maca Root Capsules,Maca
357,Elderberry Syrup,"Elderberry, Honey, Ginger"
357,Vegan Jerky,"Soy, Spices"
357,Matcha Powder,Green Tea
357,Granola Clusters,"Oats, Nuts, Honey"
358,Turmeric Tea,"Turmeric, Pepper, Ginger"
358,Vegan Jerky,"Soy, Spices"
358,Kombucha,"Tea, Sugar, Probiotics"
359,Ashwagandha Drops,"Ashwagandha, Alcohol"
359,Magnesium Gummies,"Magnesium, Citrus, Pectin"
359,Elderberry Syrup,"Elderberry, Honey, Ginger"
359,Matcha Powder,Green Tea
359,Granola Clusters,"Oats, Nuts, Honey"
360,Matcha Powder,Green Tea
360,Kombucha,"Tea, Sugar, Probiotics"
360,Turmeric Tea,"Turmeric, Pepper, Ginger"
360,Ashwagandha Drops,"Ashwagandha, Alcohol"
360,Elderberry Syrup,"Elderberry, Honey, Ginger"
361,Elderberry Syrup,"Elderberry, Honey, Ginger"
361,Ashwagandha Drops,"Ashwagandha, Alcohol"
361,Maca Root Capsules,Maca
362,Apple Cider Vinegar,"Apple, Fermented"
362,Matcha Powder,Green Tea
362,Magnesium Gummies,"Magnesium, Citrus, Pectin"
362,Kombucha,"Tea, Sugar, Probiotics"
362,Elderberry Syrup,"Elderberry, Honey, Ginger"
363,Elderberry Syrup,"Elderberry, Honey, Ginger"
363,Vegan Jerky,"Soy, Spices"
363,Granola Clusters,"Oats, Nuts, Honey"
363,Magnesium Gummies,"Magnesium, Citrus, Pectin"
363,Protein Bar,"Pea Protein, Dates, Cocoa"
364,Chia Seeds,Chia
364,Ashwagandha Drops,"Ashwagandha, Alcohol"
364,Kombucha,"Tea, Sugar, Probiotics"
365,Flax Crackers,"Flax, Salt"
365,Magnesium Gummies,"Magnesium, Citrus, Pectin"
365,Ashwagandha Drops,"Ashwagandha, Alcohol"
365,Granola Clusters,"Oats, Nuts, Honey"
366,Apple Cider Vinegar,"Apple, Fermented"
366,Reishi Coffee,"Coffee, Reishi Mushroom"
366,Magnesium Gummies,"Magnesium, Citrus, Pectin"
366,Kombucha,"Tea, Sugar, Probiotics"
367,Chia Seeds,Chia
367,Coconut Water,Coconut
367,Elderberry Syrup,"Elderberry, Honey, Ginger"
367,Flax Crackers,"Flax, Salt"
368,Magnesium Gummies,"Magnesium, Citrus, Pectin"
368,Protein Bar,"Pea Protein, Dates, Cocoa"
368,Apple Cider Vinegar,"Apple, Fermented"
369,Ashwagandha Drops,"Ashwagandha, Alcohol"
369,Flax Crackers,"Flax, Salt"
369,Magnesium Gummies,"Magnesium, Citrus, Pectin"
370,Granola Clusters,"Oats, Nuts, Honey"
370,Magnesium Gummies,"Magnesium, Citrus, Pectin"
370,Turmeric Tea,"Turmeric, Pepper, Ginger"
370,Chia Seeds,Chia
370,Flax Crackers,"Flax, Salt"
371,Matcha Powder,Green Tea
371,Elderberry Syrup,"Elderberry, Honey, Ginger"
371,Protein Bar,"Pea Protein, Dates, Cocoa"
372,Protein Bar,"Pea Protein, Dates, Cocoa"
372,Turmeric Tea,"Turmeric, Pepper, Ginger"
373,Chia Seeds,Chia
373,Kombucha,"Tea, Sugar, Probiotics"
374,Flax Crackers,"Flax, Salt"
374,Kombucha,"Tea, Sugar, Probiotics"
374,Matcha Powder,Green Tea
374,Elderberry Syrup,"Elderberry, Honey, Ginger"
374,Ashwagandha Drops,"Ashwagandha, Alcohol"
375,Coconut Water,Coconut
375,Reishi Coffee,"Coffee, Reishi Mushroom"
375,Vegan Jerky,"Soy, Spices"
375,Turmeric Tea,"Turmeric, Pepper, Ginger"
375,Magnesium Gummies,"Magnesium, Citrus, Pectin"
376,Elderberry Syrup,"Elderberry, Honey, Ginger"
376,Maca Root Capsules,Maca
376,Magnesium Gummies,"Magnesium, Citrus, Pectin"
376,Flax Crackers,"Flax, Salt"
376,Kombucha,"Tea, Sugar, Probiotics"
377,Turmeric Tea,"Turmeric, Pepper, Ginger"
377,Flax Crackers,"Flax, Salt"
377,Ashwagandha Drops,"Ashwagandha, Alcohol"
377,Matcha Powder,Green Tea
378,Chia Seeds,Chia
378,Coconut Water,Coconut
378,Protein Bar,"Pea Protein, Dates, Cocoa"
378,Flax Crackers,"Flax, Salt"
378,Turmeric Tea,"Turmeric, Pepper, Ginger"
379,Flax Crackers,"Flax, Salt"
379,Chia Seeds,Chia
379,Apple Cider Vinegar,"Apple, Fermented"
379,Kombucha,"Tea, Sugar, Probiotics"
379,Vegan Jerky,"Soy, Spices"
380,Reishi Coffee,"Coffee, Reishi Mushroom"
380,Granola Clusters,"Oats, Nuts, Honey"
381,Kombucha,"Tea, Sugar, Probiotics"
381,Granola Clusters,"Oats, Nuts, Honey"
382,Maca Root Capsules,Maca
382,Chia Seeds,Chia
383,Elderberry Syrup,"Elderberry, Honey, Ginger"
383,Turmeric Tea,"Turmeric, Pepper, Ginger"
384,Apple Cider Vinegar,"Apple, Fermented"
384,Turmeric Tea,"Turmeric, Pepper, Ginger"
384,Reishi Coffee,"Coffee, Reishi Mushroom"
385,Protein Bar,"Pea Protein, Dates, Cocoa"
385,Elderberry Syrup,"Elderberry, Honey, Ginger"
385,Turmeric Tea,"Turmeric, Pepper, Ginger"
386,Coconut Water,Coconut
386,Protein Bar,"Pea Protein, Dates, Cocoa"
386,Magnesium Gummies,"Magnesium, Citrus, Pectin"
387,Elderberry Syrup,"Elderberry, Honey, Ginger"
387,Flax Crackers,"Flax, Salt"
387,Turmeric Tea,"Turmeric, Pepper, Ginger"
387,Vegan Jerky,"Soy, Spices"
387,Ashwagandha Drops,"Ashwagandha, Alcohol"
388,Chia Seeds,Chia
388,Granola Clusters,"Oats, Nuts, Honey"
388,Elderberry Syrup,"Elderberry, Honey, Ginger"
389,Matcha Powder,Green Tea
389,Turmeric Tea,"Turmeric, Pepper, Ginger"
389,Flax Crackers,"Flax, Salt"
389,Vegan Jerky,"Soy, Spices"
390,Granola Clusters,"Oats, Nuts, Honey"
390,Matcha Powder,Green Tea
390,Ashwagandha Drops,"Ashwagandha, Alcohol"
390,Elderberry Syrup,"Elderberry, Honey, Ginger"
390,Flax Crackers,"Flax, Salt"
391,Ashwagandha Drops,"Ashwagandha, Alcohol"
391,Reishi Coffee,"Coffee, Reishi Mushroom"
391,Magnesium Gummies,"Magnesium, Citrus, Pectin"
391,Apple Cider Vinegar,"Apple, Fermented"
392,Reishi Coffee,"Coffee, Reishi Mushroom"
392,Protein Bar,"Pea Protein, Dates, Cocoa"
393,Magnesium Gummies,"Magnesium, Citrus, Pectin"
393,Turmeric Tea,"Turmeric, Pepper, Ginger"
393,Chia Seeds,Chia
393,Protein Bar,"Pea Protein, Dates, Cocoa"
393,Ashwagandha Drops,"Ashwagandha, Alcohol"
394,Matcha Powder,Green Tea
394,Flax Crackers,"Flax, Salt"
394,Chia Seeds,Chia
394,Kombucha,"Tea, Sugar, Probiotics"
395,Coconut Water,Coconut
395,Ashwagandha Drops,"Ashwagandha, Alcohol"
395,Protein Bar,"Pea Protein, Dates, Cocoa"
395,Matcha Powder,Green Tea
395,Granola Clusters,"Oats, Nuts, Honey"
396,Turmeric Tea,"Turmeric, Pepper, Ginger"
396,Chia Seeds,Chia
396,Magnesium Gummies,"Magnesium, Citrus, Pectin"
396,Maca Root Capsules,Maca
396,Protein Bar,"Pea Protein, Dates, Cocoa"
397,Granola Clusters,"Oats, Nuts, Honey"
397,Turmeric Tea,"Turmeric, Pepper, Ginger"
397,Vegan Jerky,"Soy, Spices"
398,Reishi Coffee,"Coffee, Reishi Mushroom"
398,Granola Clusters,"Oats, Nuts, Honey"
398,Flax Crackers,"Flax, Salt"
399,Magnesium Gummies,"Magnesium, Citrus, Pectin"
399,Flax Crackers,"Flax, Salt"
399,Matcha Powder,Green Tea
399,Kombucha,"Tea, Sugar, Probiotics"
399,Apple Cider Vinegar,"Apple, Fermented"
400,Elderberry Syrup,"Elderberry, Honey, Ginger"
400,Maca Root Capsules,Maca
400,Matcha Powder,Green Tea
400,Kombucha,"Tea, Sugar, Probiotics"
